Unnamed: 0,Unnamed: 0.1.1,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
4161,4161,26/1/2021,11:25:16:738,280.81,31.49,426.02,0.555,941.747,427.01918095252273,280.31
4162,4162,26/1/2021,11:25:16:894,280.31,31.51,438.22,0.555,941.747,427.1367069964607,279.31
4163,4163,26/1/2021,11:25:16:957,280.31,31.43,410.72,0.555,941.747,427.25450445865175,280.81
4164,4164,26/1/2021,11:25:17:66,280.31,31.55,428.72,0.555,941.897,427.37255994688246,280.31
4165,4165,26/1/2021,11:25:17:175,281.31,31.51,429.02,0.555,941.747,427.4908578579645,280.81
4166,4166,26/1/2021,11:25:17:284,279.31,31.51,429.02,0.555,941.747,427.6093808073017,280.81
4167,4167,26/1/2021,11:25:17:394,281.31,31.51,413.52,0.555,941.897,427.72811093447,280.31
4168,4168,26/1/2021,11:25:17:503,280.81,31.55,428.72,0.555,941.747,427.84702857104173,280.81
4169,4169,26/1/2021,11:25:17:644,280.31,31.59,430.22,0.555,941.747,427.96611078180473,280.81
4170,4170,26/1/2021,11:25:17:722,279.31,31.53,447.32,0.555,941.747,428.0853336409252,280.31
4171,4171,26/1/2021,11:25:17:832,280.81,31.51,410.42,0.555,941.747,428.2046760209942,280.31
4172,4172,26/1/2021,11:25:17:941,280.81,31.47,428.12,0.555,941.747,428.32411923137846,280.31
4173,4173,26/1/2021,11:25:18:51,280.31,31.53,427.82,0.555,941.747,428.4436432736876,280.31
4174,4174,26/1/2021,11:25:18:160,280.31,31.57,428.42,0.555,941.747,428.5632256308782,280.81
4175,4175,26/1/2021,11:25:18:269,280.31,31.45,428.42,0.555,941.747,428.6828427390567,279.81
4176,4176,26/1/2021,11:25:18:394,280.31,31.43,407.32,0.555,941.747,428.8024698559098,280.31
4177,4177,26/1/2021,11:25:18:488,280.81,31.53,430.22,0.555,941.747,428.92207829152125,280.81
4178,4178,26/1/2021,11:25:18:660,280.31,31.55,428.42,0.555,941.747,429.04163368699034,280.31
4179,4179,26/1/2021,11:25:18:707,281.31,31.51,426.02,0.555,941.747,429.16109788814094,281.31
4180,4180,26/1/2021,11:25:18:816,280.31,31.49,407.32,0.555,941.747,429.28043027729586,280.31
4181,4181,26/1/2021,11:25:18:925,280.31,31.53,443.72,0.555,941.747,429.3995860113717,279.81
4182,4182,26/1/2021,11:25:19:35,280.31,31.55,418.32,0.555,941.747,429.5185157821042,280.31
4183,4183,26/1/2021,11:25:19:144,280.31,31.49,430.22,0.555,941.747,429.63716805591713,280.31
4184,4184,26/1/2021,11:25:19:253,280.81,31.53,425.42,0.555,941.747,429.7554897693406,280.31
4185,4185,26/1/2021,11:25:19:394,279.31,31.49,425.12,0.5539999999999999,941.897,429.8734256426043,280.31
4186,4186,26/1/2021,11:25:19:472,280.31,31.55,437.32,0.5539999999999999,941.747,429.99091829287767,280.81
4187,4187,26/1/2021,11:25:19:581,281.31,31.45,443.42,0.5539999999999999,941.747,430.10791021758797,281.81
4188,4188,26/1/2021,11:25:19:691,280.31,31.43,424.42,0.5539999999999999,941.747,430.22434698845916,280.81
4189,4189,26/1/2021,11:25:19:800,280.31,31.55,446.72,0.5539999999999999,941.747,430.34017858514716,280.81
4190,4190,26/1/2021,11:25:19:909,280.31,31.49,425.12,0.555,941.747,430.4553588685066,280.81
4191,4191,26/1/2021,11:25:20:19,280.81,31.59,440.62,0.555,941.747,430.56984518075654,280.81
4192,4192,26/1/2021,11:25:20:144,279.81,31.53,430.52,0.555,941.747,430.683597923531,280.81
4193,4193,26/1/2021,11:25:20:237,280.81,31.53,427.22,0.555,941.747,430.7965798067323,280.81
4194,4194,26/1/2021,11:25:20:393,280.81,31.53,431.22,0.555,941.747,430.90875443851576,281.31
4195,4195,26/1/2021,11:25:20:456,280.31,31.47,444.32,0.555,941.747,431.0200855390971,280.31
4196,4196,26/1/2021,11:25:20:566,280.31,31.51,447.62,0.5539999999999999,941.747,431.130539406967,280.81
4197,4197,26/1/2021,11:25:20:675,280.81,31.49,429.02,0.5539999999999999,941.747,431.240088718058,280.31
4198,4198,26/1/2021,11:25:20:784,280.81,31.59,428.72,0.5539999999999999,941.747,431.3487125136838,280.31
4199,4199,26/1/2021,11:25:20:893,280.81,31.61,417.12,0.555,941.897,431.4563916907745,280.81
4200,4200,26/1/2021,11:25:21:3,281.81,31.55,445.82,0.5539999999999999,941.747,431.5631048315108,280.81
4201,4201,26/1/2021,11:25:21:143,280.31,31.49,434.82,0.555,941.747,431.6688287758852,281.81
4202,4202,26/1/2021,11:25:21:222,280.31,31.49,447.32,0.5539999999999999,941.747,431.7735427900309,281.81
4203,4203,26/1/2021,11:25:21:331,279.81,31.49,410.72,0.555,941.897,431.8772307751418,280.81
4204,4204,26/1/2021,11:25:21:440,280.31,31.55,448.62,0.5539999999999999,941.747,431.97987898779365,280.31
4205,4205,26/1/2021,11:25:21:549,280.31,31.49,447.02,0.5539999999999999,941.747,432.0814745829972,281.31
4206,4206,26/1/2021,11:25:21:659,281.31,31.57,446.42,0.5539999999999999,941.747,432.1820094467305,280.81
4207,4207,26/1/2021,11:25:21:768,280.81,31.51,420.52,0.5539999999999999,941.747,432.28148360468697,280.81
